ticker,date,adj_close,volume,log_return
AAPL,2020-01-01,100.00123016092391,4457901,0.0
AAPL,2020-01-02,100.30042606816971,2664190,0.00298745537508438
AAPL,2020-01-03,100.02584117375997,4100245,-0.0027413785536225532
AAPL,2020-01-06,99.13897423972712,4586613,-0.008905918387572598
AAPL,2020-01-07,98.68924146367229,1556062,-0.00454670785171718
AAPL,2020-01-08,97.71542936767258,328595,-0.009916465549964393
AAPL,2020-01-09,97.77421662380264,934008,0.000601436025974067
AAPL,2020-01-10,99.09342193054518,248415,0.013402152455545213
AAPL,2020-01-13,98.60687603593607,2229245,-0.004922065185512636
AAPL,2020-01-14,97.9969393295441,199056,-0.006204748998199783
AAPL,2020-01-15,98.47814716323813,1368886,0.004898420501851852
AAPL,2020-01-16,98.83023077296852,1338566,0.0035688700816010055
AAPL,2020-01-17,98.93446684870653,3562921,0.0010541424899788154
AAPL,2020-01-20,98.01818272571579,1317991,-0.009304680447081992
AAPL,2020-01-21,97.98951481407086,4754165,-0.00029251822463294275
AAPL,2020-01-22,98.67321317465027,1018766,0.006953031944583188
AAPL,2020-01-23,97.35570837289497,4861771,-0.013442145472851053
AAPL,2020-01-24,96.9112111275269,2878573,-0.004576157610402198
AAPL,2020-01-27,95.08611766537084,1295525,-0.019012227398008896
AAPL,2020-01-28,93.86781838986253,291030,-0.012895377397849295
AAPL,2020-01-29,92.15484452887414,1598707,-0.018417350377917252
AAPL,2020-01-30,91.93845112304705,2992900,-0.0023509113107467172
AAPL,2020-01-31,90.7805339502349,634335,-0.012674464814437236
AAPL,2020-02-03,91.02712348714363,913454,0.0027126435882172117
AAPL,2020-02-04,91.16992138171926,662663,0.0015675108662422943
AAPL,2020-02-05,90.99965577559516,3421581,-0.001869309446299816
AAPL,2020-02-06,88.73799279178336,531791,-0.025167597108205264
AAPL,2020-02-07,88.2612527639042,203269,-0.005386928958466264
AAPL,2020-02-10,88.21845560124407,2333164,-0.00048500945401031004
AAPL,2020-02-11,88.31847169166174,1621793,0.0011330898600325767
AAPL,2020-02-12,86.97736570609516,2893350,-0.015301357655054026
AAPL,2020-02-13,86.56281953447889,4697872,-0.004777532760338765
AAPL,2020-02-14,85.7199165397864,4302036,-0.009785190780566388
AAPL,2020-02-17,85.02937836285341,2738142,-0.008088372394256638
AAPL,2020-02-18,85.93625588718035,3250088,0.010608986233861195
AAPL,2020-02-19,85.2450852992935,4076778,-0.008075346753319224
AAPL,2020-02-20,85.21736665170462,2243209,-0.0003252170494549844
AAPL,2020-02-21,85.97436287255682,3324327,0.008843898673831951
AAPL,2020-02-24,85.4740773728871,1160373,-0.005836004327433031
AAPL,2020-02-25,85.37865446661769,3092678,-0.0011170194958420865
AAPL,2020-02-26,85.47301937589084,1261225,0.0011046414324953346
AAPL,2020-02-27,85.5275529735575,1037138,0.0006378177425503395
AAPL,2020-02-28,84.48618439954303,3831007,-0.01225055826417698
AAPL,2020-03-02,84.55053687093265,2914534,0.0007614023037705309
AAPL,2020-03-03,85.70727055502503,1946202,0.01358823421741473
AAPL,2020-03-04,84.39146007234194,294463,-0.015471446781284648
AAPL,2020-03-05,85.11983093417341,1260770,0.008593826880216149
AAPL,2020-03-06,85.22148553141896,4028155,0.0011935402569660525
AAPL,2020-03-09,84.67656455423861,2393965,-0.006414703941072908
AAPL,2020-03-10,86.38750447033703,4804347,0.020004165463424428
AAPL,2020-03-11,87.04851773145793,4512725,0.007622597120847452
AAPL,2020-03-12,86.01078963575355,4284644,-0.011992889021052555
AAPL,2020-03-13,86.07490551792861,178261,0.0007451622877150399
AAPL,2020-03-16,86.57272458789855,348477,0.005766895836701202
AAPL,2020-03-17,86.40944492834551,2935492,-0.0018878212535069494
AAPL,2020-03-18,87.00156341736553,1759434,0.006829102671951581
AAPL,2020-03-19,86.94371155178061,4225405,-0.0006651732014937295
AAPL,2020-03-20,87.52578110930105,1658215,0.006672475608342943
